Round,Institute,Program,Quota,Seat,Gender,Note,Opening Rank (int),Closing Rank (int)
Round 1,"G.L.Bajaj Group Of Institutions,Mathura",Computer Science and Engineering,HS,EWS,Gender-Neutral,,848699,1360676
Round 1,Lloyd Institute Of Engineering And Technology,Computer Science And Engineering(Data Science),HS,OPEN,Female-only (including Supernumerary),,669934,1091723
Round 1,"United College Of Engineering & Research,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,EWS,Gender-Neutral,,731688,1021345
Round 1,"Prasad Institute Of Technology,Jaunpur",Mechanical Engineering,HS,OPEN,Gender-Neutral,,1297824,1297824
Round 1,"S R Group Of Institutions (College Of Science And Engineering),Jhansi",Artificial Intelligence And Machine Learning,HS,OBC-NCL,Gender-Neutral,,1282385,1421269
Round 1,"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Internet Of Things),HS,OPEN,Gender-Neutral,,615662,1317192
Round 1,"J.P..Institute Of Engineering & Technology,Meerut",Information Technology,HS,OPEN,Gender-Neutral,,667368,963523
Round 1,"Maharaja Agrasen College Of Engineering & Technology,J.P.Nagar",Electrical & Electronics Engineering,HS,OPEN,Gender-Neutral,,725349,725349
Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Information Technology,HS,OPEN,Gender-Neutral,AF,637597,637597
Round 1,"I.M.S. Engineering College,Ghaziabad",Information Technology,HS,EWS,Gender-Neutral,,828853,1022319
Round 1,"Bundelkhand University, Jhansi",Mechanical Engineering,HS,SC,Female-only (including Supernumerary),,1050962,1050962
Round 1,"Mahatama Gandhi Mission College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,OBC-NCL,Female-only (including Supernumerary),,1225592,1225592
Round 1,"Kamla Nehru Institute Of Physical & Social Sciences,Sultanpur",Computer Science and Engineering,HS,OPEN,Gender-Neutral,AF,350684,409550
Round 1,"I.T.S. Engg.College,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,EWS,Gender-Neutral,,1322696,1322696
Round 1,"Deewan V.S. Institute Of Engineering & Technology, Meerut,Meerut",Artificial Intelligence And Machine Learning (FW),HS,OPEN,Gender-Neutral,TF,609948,609948
Round 1,"Kamla Nehru Institute Of Physical & Social Sciences,Sultanpur",Mechanical Engineering,HS,EWS,Female-only (including Supernumerary),,668647,668647
Round 1,"S.R.Institute Of Management & Technology,Lucknow",Computer Science and Engineering (Artificial Intelligence),HS,SC,Gender-Neutral,,1360664,1360664
Round 1,"Lucknow Institute Of Technology,Lucknow",Electrical Engineering,HS,EWS,Gender-Neutral,,819098,819098
Round 1,"Buddha Institute Of Technology,Gorakhpur",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,OPEN,Female-only (including Supernumerary),,600202,1298026
Round 1,"Institute Of Technology & Management,Gorakhpur",Mechanical Engineering,HS,OPEN,Gender-Neutral,,1360791,1360791
Round 1,"Nigc Institute Of Technology And Management, Bijnor",Computer Science and Engineering (FW),HS,OPEN,Gender-Neutral,TF,348072,1455734
Round 1,"Kunwar Satya Veera College Of Engg. & Management,Bijnaur",Electrical Engineering,HS,OPEN,Gender-Neutral,,1356589,1427497
Round 1,"Institute Of Engg. & Rural Technology,Allahabad",Instrumentation and Control Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,1439614,1439614
Round 1,"Institute Of Technology & Management,Gorakhpur",Electronics and Communication Engineering,HS,OPEN,Gender-Neutral,,567493,1024282
Round 1,"Vision Institute Of Technology,Aligarh",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,OPEN,Gender-Neutral,,393900,1083731
Round 1,"Ajay Kumar Garg Engg. College,Ghaziabad",Electrical & Electronics Engineering,HS,SC,Female-only (including Supernumerary),,707020,980529
Round 1,"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science (Hindi),HS,OBC-NCL,Female-only (including Supernumerary),,800176,1421227
Round 1,"Indraprastha Institute Of Management & Technology,Saharanpur",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,632254,1002787
Round 1,"Hindustan College Of Science & Technology,Mathura",Information Technology,HS,OPEN,Female-only (including Supernumerary),,442137,1200623
Round 1,"Ambalika Institute Of Management & Technology,Lucknow",Civil Engineering,HS,OPEN,Female-only (including Supernumerary),,968942,1364110
Round 1,"Rajkiya Engineering College,Banda",Electrical Engineering,HS,OBC-NCL,Gender-Neutral,AF,500063,500063
Round 1,"Jms Group Of Institutions,Ghaziabad",Civil Engineering,HS,OPEN,Female-only (including Supernumerary),,614185,614185
Round 1,"B.B.S.College Of Engginering And Technology,Allahabad",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,201118,1459030
Round 1,"United College Of Engiineering & Research,Greater Noida,Gautam Buddh Nagar",Mechanical Engineering,HS,OPEN,Gender-Neutral,,702641,702641
Round 1,"Institute Of Engineering & Technology,Lucknow",Computer Science and Engineering,HS,OPEN,Gender-Neutral,FF,76135,76135
Round 1,"Meerut Institute Of Engineering & Technology,Meerut",Computer Science and Engineering (Artificial Intelligence),HS,OPEN,Female-only (including Supernumerary),,447938,648094
Round 1,"Greater Noida Institute Of Technology,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),HS,EWS,Gender-Neutral,,840322,1210177
Round 1,"Bharat Ratna Sardar Vallabhbhai Patel Rajkiya Engineering College, Basti",Electrical Engineering,HS,EWS,Female-only (including Supernumerary),,1355226,1355226
Round 1,"I.M.S. Engineering College,Ghaziabad",Electronics and Communication Engineering,HS,EWS,Gender-Neutral,,1001543,1388786
Round 1,"Meerut Institute Of Engineering & Technology,Meerut",Chemical Engineering,HS,OPEN,Female-only (including Supernumerary),,432948,432948
Round 1,"Iimt College Of Engineering,Gautam Buddh Nagar",Computer Science and Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,1273031,1436020
Round 1,"Kanpur Institute Of Technology,Kanpur",Electrical & Electronics Engineering,HS,OPEN,Gender-Neutral,,652466,1043980
Round 1,"Rajkiya Engineering College,Bijnor",Civil Engineering,HS,SC,Female-only (including Supernumerary),,758096,991302
Round 1,"Kamla Nehru Institute Of Physical & Social Sciences,Sultanpur",Civil Engineering,HS,EWS,Gender-Neutral,,793810,793810
Round 1,"Vishveshwarya Group Of Institutions,Gautam Buddh Nagar",Computer Science & Engineering (Cyber Security),HS,OPEN,Gender-Neutral,,1050567,1050567
Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electrical Engineering,HS,SC,Gender-Neutral,,851336,851336
Round 1,"Greater Noida Institute Of Technology,Gautam Buddh Nagar",Computer Science & Engineering (Cyber Security),HS,OBC-NCL,Female-only (including Supernumerary),,1065238,1065238
Round 1,"Bansal Institute Of Engineering & Technology,Lucknow",Computer Science and Engineering,HS,SC,Female-only (including Supernumerary),,1286851,1360451
Round 1,"Institute Of Technology & Management,Aligarh",Computer Science and Engineering,HS,OPEN,Gender-Neutral,,227065,1439930
Round 1,"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical Engineering,HS,OPEN,Female-only (including Supernumerary),,316137,875488
Round 1,"Kamla Nehru Institute Of Physical & Social Sciences,Sultanpur",Mechanical Engineering,HS,SC,Gender-Neutral,,561698,1189275
Round 1,"Babu Sunder Singh Institute Of Technology & Management,Lucknow",Computer Science and Engineering,HS,OPEN,Gender-Neutral,,378520,1060097
Round 1,"Dr. Virendra Swarup Memorial Trust Group Of Institutions,Unnao",Computer Science and Engineering,HS,OPEN,Gender-Neutral,,392532,1421228
Round 1,"Mangalmay Institute Of Engineering And Technology ,Gautam Buddha Nagar",Computer Science And Engineering(Data Science),HS,OPEN,Gender-Neutral,,1178892,1178892
Round 1,"Greater Noida Institute Of Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),HS,SC,Gender-Neutral,,1297544,1297544
Round 1,"Delhi Institute Of Engineering & Technology,Meerut",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,678601,678601
Round 1,"Modern College, Jhansi",Computer Science And Engineering(Data Science),HS,OPEN,Female-only (including Supernumerary),,308628,308628
Round 1,"S R Group Of Institutions (College Of Science And Engineering),Jhansi",Computer Science & Technology,HS,OPEN,Female-only (including Supernumerary),,708069,1196069
Round 1,Ch. Charan Singh University Campus (Scriet) Meerut,Chemical Engineering,HS,OBC-NCL,Gender-Neutral,,702523,1013201
Round 1,"Rajkiya Engineering College,Ambedkar Nagar",Electrical Engineering,HS,OPEN,Gender-Neutral,AF,365447,365447
Round 1,"Ashoka Institute Of Technology & Management,Varanasi",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,EWS,Female-only (including Supernumerary),,1157566,1157566
Round 1,"S R Group Of Institutions (College Of Science And Engineering),Jhansi",Civil Engineering,HS,OPEN,Gender-Neutral,,1101080,1451975
Round 1,"Kamla Nehru Institute Of Technology,Sultanpur",Computer Science and Engineering,HS,OBC-NCL (PwD),Gender-Neutral,,654756,654756
Round 1,"Maa Pateshwari Devi Rajkiya  Engineering College, Gonda",Electrical Engineering,HS,EWS,Gender-Neutral,,895024,1118584
Round 1,"Amani Group Of Institutions,Amroha",Computer Science and Engineering,HS,OPEN,Gender-Neutral,,753201,1086869
Round 1,"Hindustan College Of Science & Technology,Mathura",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,OBC-NCL,Female-only (including Supernumerary),,813869,813869
Round 1,"Kcc Institute Of Technology & Management,Gautam Buddh Nagar",Artificial Intelligence And Machine Learning,HS,OPEN,Gender-Neutral,,418146,1060059
Round 1,"Lucknow Institute Of Technology,Lucknow",Electrical Engineering,HS,OPEN,Female-only (including Supernumerary),,507887,623171
Round 1,"Rajkiya Engineering College,Sonebhadra",Electrical Engineering,HS,ST,Gender-Neutral,,1166402,1166402
Round 1,"Babu Sunder Singh Institute Of Technology & Management,Lucknow",Artificial Intelligence And Machine Learning,HS,OPEN,Female-only (including Supernumerary),,222612,1029688
Round 1,"Maa Pateshwari Devi Rajkiya  Engineering College, Gonda",Mechanical Engineering,HS,OBC-NCL,Gender-Neutral,,1288567,1457825
Round 1,"R.R.Institute Of Modern Technology,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),HS,OPEN,Gender-Neutral,TF,131225,515725
Round 1,"Ajay Kumar Garg Engg. College,Ghaziabad",Information Technology,HS,EWS,Gender-Neutral,AF,346671,346671
Round 1,"Madhu Vachaspati Institute Of Engineering & Technology,Kaushambi",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,893084,893084
Round 1,"Meerut Institute Of Engineering & Technology,Meerut",Information Technology,HS,SC,Gender-Neutral,,1426733,1426733
Round 1,"Bharat Ratna Baba Saheb Bhim Rao Ambedkar  Rajkiya Engineering College, Pratapgarh",Electrical Engineering,HS,EWS,Female-only (including Supernumerary),,989473,989473
Round 1,"Moradabad Institute Of Technology,Moradabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,OBC-NCL,Female-only (including Supernumerary),,543961,914653
Round 1,"Jahangirabad Educational Trust'S Group Of Institutions, Faculty Of Engineering,Barabanki",Artificial Intelligence And Machine Learning,HS,OPEN,Gender-Neutral,,294461,1357723
Round 1,"Shivdan Singh Institute Of Technology & Management,Aligarh",Electrical & Electronics Engineering,HS,OPEN,Gender-Neutral,,372059,916606
Round 1,"Centre For Advance Studies,Lucknow",Electronics Engineering (VLSI Design and Technology),HS,SC,Female-only (including Supernumerary),,329177,329177
Round 1,"S.R.Institute Of Management & Technology,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,OPEN,Female-only (including Supernumerary),,498736,1196953
Round 1,"Bharat Ratna Baba Saheb Bhim Rao Ambedkar  Rajkiya Engineering College, Pratapgarh",Mechanical Engineering,HS,OBC-NCL,Gender-Neutral,,946899,1167691
Round 1,"Kanpur Institute Of Technology,Kanpur",Information Technology,HS,OPEN,Gender-Neutral,,336228,1368650
Round 1,"B.S.A. College Of Engineering & Technology,Mathura",Electronics and Communication Engineering (FW),HS,OPEN,Gender-Neutral,TF,379825,1002779
Round 1,"Sri Ram Group Of Colleges,Muzaffarnagar",Electrical Engineering,HS,OPEN,Gender-Neutral,,853736,1247912
Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Electrical Engineering,HS,EWS,Female-only (including Supernumerary),,1053073,1053073
Round 1,"Ambalika Institute Of Management & Technology,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,SC,Gender-Neutral,,1420517,1420517
Round 1,"Institute Of Engineering & Technology,Sitapur",Electronics and Communication Engineering,HS,OPEN,Female-only (including Supernumerary),,308229,1215066
Round 1,Maharaja Suhel Dev State University Azamgarh.,Computer Science & Engineering  (Artificial Intelligence & data Science),HS,EWS,Female-only (including Supernumerary),,797590,797590
Round 1,"Institute Of Technology & Management,Lucknow",Electrical & Electronics Engineering,HS,OPEN,Female-only (including Supernumerary),,441971,441971
Round 1,"Noida Institute Of Engg. & Technology,Gautam Buddh Nagar",Electronics Engineering (VLSI Design and Technology),HS,EWS,Female-only (including Supernumerary),,1214809,1214809
Round 1,"Abes Engg.College,Ghaziabad",Mechanical Engineering,HS,EWS,Gender-Neutral,,777967,995573
Round 1,"Faculty Of Engg, Agra College,Agra",Computer Science and Engineering,HS,OPEN,Gender-Neutral,AF,735697,847628
Round 1,"Maa Pateshwari Devi Rajkiya  Engineering College, Gonda",Computer Science and Engineering,HS,SC,Female-only (including Supernumerary),,594413,1077520
Round 1,Greater Noida College,Computer Science and Engineering (Artificial Intelligence),HS,OPEN,Female-only (including Supernumerary),,698154,1315331
Round 1,"Kcc Institute Of Technology & Management,Gautam Buddh Nagar",Mechanical Engineering,HS,OPEN,Gender-Neutral,,706597,1299895
Round 1,"Raja Balwant Singh Engineering Technical Campus,Agra",Mechanical Engineering (FW),HS,OPEN,Gender-Neutral,TF,655837,1362435
Round 1,"Mahatama Gandhi Mission College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,1058066,1058066
Round 1,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electrical Engineering,HS,OPEN,Female-only (including Supernumerary),,592583,1375911
Round 1,"S R Group Of Institutions (College Of Science And Engineering),Jhansi",Civil Engineering,HS,OPEN,Female-only (including Supernumerary),,1155148,1155148
Round 1,"Moradabad Institute Of Technology,Moradabad",Computer Science and Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,739144,1330684
Round 1,"Adhunik College Of Engg.,Ghaziabad",Computer Science and Engineering,HS,OPEN,Gender-Neutral,,446413,446413
Round 1,"Eshan College Of Engineering,Mathura",Computer Science and Engineering,HS,OPEN,Gender-Neutral,,257526,1338037
Round 1,"Rajkiya Engineering College,Mainpuri",Mechanical Engineering,HS,EWS,Female-only (including Supernumerary),,1169591,1169591
Round 1,"Institute Of Engg. & Rural Technology,Allahabad",Electrical Engineering,HS,SC,Female-only (including Supernumerary),,575840,965559
Round 1,"Rajkiya Engineering College,Sonebhadra",Mining Engineering,HS,SC,Gender-Neutral,,507777,1188385
Round 1,"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Electronics and Communication Engineering,HS,OPEN,Female-only (including Supernumerary),,200267,1082443
Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Mechanical Engineering,HS,OBC-NCL,Gender-Neutral,,850810,932175
Round 1,"Meerut Institute Of Engineering & Technology,Meerut",Computer Science And Engineering(Data Science),HS,EWS,Female-only (including Supernumerary),,1139411,1139411
Round 1,"S.R.Institute Of Management & Technology,Lucknow",Computer Science and Engineering,HS,SC,Gender-Neutral,,1147861,1373718
Round 1,"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics and Communication (Advanced Communication Technology),HS,OPEN,Gender-Neutral,AF,1037411,1037411
Round 1,"Institute Of Technology & Management,Maharajganj",Civil Engineering,HS,OPEN,Gender-Neutral,,730062,1385333
Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science and Engineering,HS,ST,Gender-Neutral,,812559,812559
